Age,Gender,Region / State,Purchase Count,Total Spend,Average Order Value,Average Items Per Order,Last Purchase Days,Tenure Days,Preferred Category,Category Diversity,Preferred Channel,Session Count,Engagement Score,Campaign Engagement Score,Email Click Rate,Campaign Conversion Rate,Loyalty Score,Value Score,Purchase Frequency,Target
78.0,Female,Central,2,1897.81,876.01,1.65,31,383,Beauty,2,Call,3,25.48,17.91,0.027,0.005,36.88,18.32,0.1567,0
26.0,Female,South,5,6422.91,1315.09,3.82,6,902,Beauty,3,Call,26,87.51,84.29,0.337,0.055,60.25,16.59,0.1663,0
39.0,Female,Central,11,17816.12,1797.56,1.24,23,768,Home,2,Email,4,61.96,61.35,0.216,0.104,55.19,33.52,0.4297,0
18.0,Male,West,3,2396.0,822.99,1.52,10,121,Fashion,2,WhatsApp,17,80.08,69.77,0.521,0.156,56.4,10.08,0.7438,0
31.0,Female,South,1,509.5,503.97,2.33,41,1058,Fashion,1,SMS,1,27.62,20.81,0.038,0.003,37.65,11.64,0.0284,0
21.0,Female,South,5,17748.65,3419.23,4.11,34,1037,Home,3,Email,6,55.32,56.22,0.102,0.014,47.54,27.27,0.1446,0
32.0,Male,North,3,6751.5,2230.08,2.82,26,2004,Electronics,2,WhatsApp,1,36.54,33.51,0.148,0.038,45.37,16.5,0.0449,0
50.0,Male,West,6,10301.97,1621.22,2.09,37,1211,Electronics,2,Call,3,33.35,39.99,0.059,0.018,44.62,20.56,0.1486,0
64.0,Male,South,4,8094.74,2050.63,4.03,9,552,Electronics,2,Email,1,50.97,57.13,0.202,0.059,49.39,18.85,0.2174,0
56.0,Male,Central,2,2669.26,1246.35,2.52,42,215,Beauty,2,Call,1,28.81,27.96,0.025,0.003,37.89,23.5,0.2791,0
,Male,South,13,53611.29,3982.29,4.76,18,1955,Fashion,3,Push,13,72.72,74.52,0.385,0.195,62.49,35.3,0.1995,1
35.0,Male,West,3,4286.54,1499.92,2.69,9,555,Sports,2,SMS,9,66.44,58.47,0.211,0.024,50.51,21.16,0.1622,0
47.0,Female,South,5,12805.76,2565.84,1.21,21,435,Home,2,Push,1,53.82,52.5,0.059,0.015,46.97,26.98,0.3448,0
35.0,Female,Central,2,1357.32,637.4,4.04,15,281,Beauty,2,Email,6,54.62,39.12,0.187,0.02,47.16,4.64,0.2135,0
43.0,Male,West,1,3514.85,3475.72,1.59,22,681,Grocery,1,WhatsApp,5,35.68,43.0,0.094,0.018,42.98,19.72,0.0441,0
29.0,Male,North,0,0.0,0.0,0.0,639,639,,0,WhatsApp,2,16.25,26.05,0.016,0.001,18.58,12.03,0.0,0
33.0,Female,South,1,1322.23,1250.88,2.07,43,1183,Home,1,Email,3,28.65,24.25,0.034,0.002,37.83,9.2,0.0254,0
54.0,Male,South,2,3026.41,1498.51,2.92,29,790,Toys,1,Email,3,42.71,39.71,0.087,0.007,44.46,11.92,0.0759,0
25.0,Male,Central,0,0.0,0.0,0.0,514,514,,0,Push,5,40.44,40.71,0.096,0.015,29.55,16.69,0.0,0
29.0,Male,West,8,18711.61,2561.97,2.85,15,328,Grocery,2,Push,5,72.34,57.54,0.174,0.04,55.38,29.67,0.7317,0
19.0,Female,North,1,1229.28,1242.66,4.43,7,1356,Beauty,1,WhatsApp,9,65.16,59.57,0.298,0.056,49.7,8.46,0.0221,0
30.0,Male,North,4,3429.73,821.75,3.52,23,191,Electronics,2,WhatsApp,2,35.18,39.19,0.114,0.034,43.38,20.51,0.6283,0
43.0,Male,South,3,4991.11,1680.27,4.87,64,84,Home,2,Email,5,22.73,26.04,0.049,0.008,39.01,15.55,1.0714,0
18.0,Male,Central,4,6165.84,1525.05,1.17,24,564,Home,2,SMS,7,68.31,63.89,0.214,0.039,52.85,17.12,0.2128,0
51.0,Female,West,8,34256.22,4382.52,3.44,21,211,Fashion,2,SMS,5,52.26,63.35,0.209,0.051,51.95,31.29,1.1374,0
36.0,Female,East,4,15961.5,4490.24,2.34,38,785,Electronics,2,Push,2,37.56,37.64,0.079,0.009,42.58,26.2,0.1529,0
35.0,Male,Central,7,18025.8,2466.01,2.07,47,706,Grocery,2,SMS,1,31.12,37.75,0.036,0.007,41.39,32.75,0.2975,0
42.0,Female,West,4,9787.93,2478.53,2.47,37,117,Electronics,2,WhatsApp,2,34.33,28.1,0.049,0.006,42.23,19.04,1.0256,0
40.0,Female,North,1,1045.46,1083.62,1.36,19,612,Fashion,1,Call,6,64.74,42.96,0.169,0.022,48.21,13.37,0.049,0
42.0,Female,North,1,1863.49,1850.16,1.61,5,968,Electronics,1,WhatsApp,20,82.7,72.85,0.542,0.166,55.97,17.88,0.031,0
37.0,Male,West,4,10684.07,2538.26,3.16,29,266,Beauty,2,Email,2,39.8,47.76,0.069,0.022,45.73,23.04,0.4511,0
35.0,Male,West,4,3439.35,833.32,6.16,67,966,Electronics,2,Push,2,25.68,36.29,0.031,0.004,40.46,21.96,0.1242,0
38.0,Female,North,4,5082.56,1305.19,2.22,4,357,Sports,2,WhatsApp,23,84.25,84.55,0.494,0.104,59.83,10.41,0.3361,0
46.0,Female,East,6,7124.76,1254.9,1.6,53,537,Toys,2,Call,4,46.67,50.46,0.098,0.028,45.47,21.33,0.3352,0
42.0,Female,East,4,4704.28,1255.4,1.32,54,204,Electronics,2,Push,1,31.58,44.32,0.053,0.01,41.03,22.55,0.5882,0
58.0,Female,East,5,21985.6,4153.76,1.23,36,357,Books,2,WhatsApp,3,33.22,58.29,0.096,0.032,44.88,38.31,0.4202,0
43.0,Female,North,1,4160.97,4185.56,3.49,34,277,Electronics,1,Email,2,36.17,52.14,0.048,0.019,41.56,34.94,0.1083,0
30.0,Male,South,1,1179.1,1154.63,5.88,6,472,Grocery,1,SMS,16,80.51,79.42,0.17,0.05,54.05,12.02,0.0636,0
42.0,Female,North,2,4481.26,2123.32,1.0,68,377,Sports,1,WhatsApp,0,12.41,23.83,0.017,0.002,34.57,17.41,0.1592,0
26.0,Female,North,6,5151.2,850.84,1.91,20,325,Beauty,3,Email,9,65.71,57.77,0.335,0.076,53.38,7.82,0.5538,0
55.0,Female,East,4,3658.21,967.49,1.29,12,440,Fashion,2,Email,3,53.76,58.26,0.225,0.056,47.66,14.48,0.2727,0
24.0,Male,Central,3,6088.57,1908.25,2.09,34,2452,Toys,2,Email,4,33.68,29.09,0.049,0.005,42.37,23.49,0.0367,0
38.0,Male,West,6,14892.42,2557.56,4.58,28,233,Books,2,Push,3,35.43,45.29,0.055,0.02,46.36,31.66,0.7725,0
35.0,Male,Central,3,2156.02,699.33,1.53,9,270,Electronics,2,SMS,3,38.02,37.92,0.081,0.009,45.19,13.14,0.3333,0
,Female,West,0,0.0,0.0,0.0,515,515,,0,Email,8,55.86,38.9,0.172,0.03,32.8,13.68,0.0,0
18.0,,East,1,871.92,862.55,2.71,10,295,Beauty,1,Email,2,42.69,29.76,0.051,0.003,42.2,4.23,0.1017,0
40.0,Male,North,1,763.86,758.84,3.0,19,479,Fashion,1,SMS,10,56.06,47.57,0.194,0.038,44.81,18.42,0.0626,0
76.0,Male,North,1,1284.01,1360.67,6.79,21,192,Grocery,1,WhatsApp,7,28.52,23.32,0.047,0.005,39.7,10.35,0.1562,0
24.0,Male,South,8,6001.43,754.88,2.84,6,1340,Fashion,4,Email,35,84.13,84.91,0.57,0.239,62.87,15.18,0.1791,0
44.0,Female,Central,2,2684.72,1260.36,2.99,8,1663,Grocery,2,SMS,16,67.11,65.22,0.398,0.105,53.32,11.91,0.0361,0
53.0,Male,South,0,0.0,0.0,0.0,649,649,,0,Push,1,60.67,61.83,0.273,0.049,32.38,19.06,0.0,0
30.0,Male,Central,0,0.0,0.0,0.0,1200,1578,,0,Email,7,45.78,23.95,0.057,0.006,11.72,5.88,0.0,0
25.0,Other,East,2,1622.46,821.08,3.86,8,313,Fashion,2,Push,11,74.81,57.43,0.131,0.03,52.17,7.59,0.1917,0
43.0,Male,West,18,132047.56,7242.39,1.74,27,919,Beauty,4,Email,12,51.65,73.56,0.187,0.105,60.16,43.56,0.5876,1
22.0,Female,West,2,1169.25,558.18,1.0,10,159,Grocery,2,WhatsApp,6,60.1,42.9,0.243,0.019,47.18,8.72,0.3774,0
,Female,South,0,0.0,0.0,0.0,515,515,,0,Push,4,40.74,42.61,0.098,0.018,28.23,10.01,0.0,0
42.0,Male,East,12,56029.38,4699.39,4.88,13,732,Fashion,3,Push,6,56.2,69.34,0.151,0.024,55.8,37.82,0.4918,0
46.0,,South,42,284036.72,6497.96,1.52,6,425,Home,4,Email,24,79.37,84.58,0.526,0.134,86.87,54.72,2.9647,1
41.0,Female,West,4,5562.68,1397.85,2.98,26,1242,Home,2,Email,3,48.34,41.95,0.198,0.034,48.0,9.79,0.0966,0
58.0,Female,Central,3,3611.9,1291.12,2.08,25,296,Grocery,2,SMS,3,42.65,56.5,0.09,0.019,44.7,16.57,0.3041,0
25.0,Female,North,2,3699.19,1852.58,1.62,21,604,Beauty,2,WhatsApp,4,54.58,56.08,0.112,0.03,46.75,23.6,0.0993,0
37.0,Female,Central,7,48983.73,7229.15,2.54,5,42,Electronics,3,Push,3,50.51,58.54,0.184,0.091,50.51,36.87,5.0,0
32.0,Male,North,1,903.74,844.04,4.53,15,318,Electronics,1,Email,0,40.32,26.53,0.08,0.007,41.4,10.91,0.0943,0
32.0,Female,North,2,1180.03,599.14,1.57,58,540,Electronics,2,Email,1,37.14,32.38,0.064,0.015,39.77,17.63,0.1111,0
31.0,Female,North,7,6840.95,986.42,1.55,7,1264,Home,3,Email,10,64.78,61.61,0.321,0.148,55.79,27.81,0.1661,0
21.0,Female,East,5,24436.01,4753.25,5.1,2,741,Books,3,Email,8,78.35,73.64,0.484,0.171,56.83,25.73,0.2024,0
25.0,Female,West,3,1510.5,507.95,3.93,1,482,Grocery,2,Push,27,88.2,84.38,0.566,0.236,59.44,16.37,0.1867,0
47.0,Female,East,7,6863.96,950.0,1.35,26,203,Beauty,3,SMS,6,63.37,62.17,0.12,0.038,53.04,19.07,1.0345,0
50.0,,South,1,613.79,585.28,7.17,25,700,Home,1,WhatsApp,3,54.96,42.48,0.267,0.058,46.03,8.11,0.0429,0
45.0,Female,North,2,1707.05,882.47,1.26,12,158,Grocery,2,Email,14,75.57,65.99,0.268,0.055,52.57,17.73,0.3797,0
53.0,Female,North,2,3043.4,1537.04,6.18,37,248,Beauty,2,WhatsApp,3,26.18,31.4,0.025,0.007,39.23,17.53,0.2419,0
37.0,Male,North,4,9384.65,2284.2,5.68,12,287,Electronics,3,Email,5,61.28,56.74,0.325,0.11,52.4,22.87,0.4181,0
38.0,Female,East,3,2607.43,874.71,2.83,8,64,Electronics,2,WhatsApp,16,73.53,79.06,0.274,0.045,54.25,14.74,1.4062,0
22.0,Female,North,7,10449.02,1546.57,4.3,21,697,Fashion,2,Call,9,77.0,78.02,0.346,0.115,56.86,25.25,0.3013,0
21.0,Female,East,20,53243.13,2502.06,2.93,7,661,Grocery,5,Call,19,81.47,72.67,0.42,0.203,70.18,32.49,0.9077,1
35.0,Male,East,1,2794.42,2716.18,1.39,30,522,Electronics,1,SMS,1,34.31,48.92,0.058,0.017,40.67,21.72,0.0575,0
62.0,Female,South,2,2291.37,1166.65,4.15,41,230,Electronics,2,Email,4,34.06,46.16,0.102,0.01,41.89,23.62,0.2609,0
29.0,Female,South,2,4268.87,2317.21,1.0,26,287,Electronics,2,Push,7,52.63,33.64,0.139,0.039,44.28,20.78,0.2091,0
57.0,Female,North,2,4909.94,2555.23,1.73,28,290,Toys,2,WhatsApp,2,35.86,38.44,0.038,0.007,38.24,20.29,0.2069,0
22.0,Female,South,2,3276.54,1525.59,2.4,15,518,Beauty,2,WhatsApp,10,67.33,60.24,0.145,0.033,50.1,13.28,0.1158,0
19.0,Female,North,7,8785.19,1394.43,2.26,10,348,Fashion,2,Email,8,60.66,66.62,0.144,0.057,54.94,23.66,0.6034,0
34.0,Male,South,3,4730.58,1577.46,1.19,19,143,Grocery,2,Email,10,62.47,61.26,0.191,0.041,50.92,19.31,0.6294,0
35.0,Male,East,17,107338.21,5550.33,1.18,17,2013,Toys,3,Push,2,51.53,59.74,0.157,0.044,58.55,41.96,0.2534,1
37.0,Female,North,16,40425.67,2698.52,3.79,24,801,Books,3,SMS,11,71.02,68.49,0.224,0.119,63.47,35.52,0.5993,0
46.0,Female,East,2,3081.56,1665.53,3.15,26,207,Beauty,2,WhatsApp,10,64.01,65.85,0.184,0.065,50.08,23.99,0.2899,0
45.0,Female,West,4,4467.6,1167.5,2.03,38,101,Home,2,Push,5,30.26,29.88,0.033,0.006,42.71,12.98,1.1881,0
18.0,Female,West,0,0.0,0.0,0.0,589,589,,0,Email,0,7.51,11.25,0.002,0.0,16.78,9.9,0.0,0
35.0,Male,North,6,13043.29,2331.91,2.21,22,168,Beauty,3,Email,6,44.72,47.83,0.058,0.022,46.54,31.45,1.0714,0
62.0,Male,East,3,3601.86,1152.02,1.04,21,565,Fashion,2,Push,5,57.05,55.65,0.207,0.024,47.06,22.83,0.1593,0
39.0,Female,East,1,1578.55,1592.0,3.73,32,1040,Fashion,1,Call,6,51.47,52.84,0.049,0.017,45.33,24.8,0.0288,0
26.0,Male,South,1,859.52,820.21,1.73,136,197,Beauty,1,WhatsApp,1,47.53,41.97,0.073,0.009,41.04,6.0,0.1523,0
48.0,Male,East,5,9480.1,2005.55,5.8,26,684,Home,2,Email,3,35.38,38.94,0.042,0.011,44.22,29.22,0.2193,0
38.0,Female,South,3,11624.14,3889.36,5.67,61,360,Beauty,2,SMS,0,25.37,40.3,0.045,0.014,39.77,25.15,0.25,0
40.0,Female,West,0,0.0,0.0,0.0,395,395,,0,Call,2,28.79,29.08,0.009,0.001,28.02,9.91,0.0,0
47.0,Female,West,6,12954.57,2175.31,2.64,25,367,Fashion,3,Push,10,62.31,63.85,0.367,0.046,52.14,16.14,0.4905,0
30.0,Female,Central,3,5436.05,1844.78,2.17,14,1055,Fashion,3,WhatsApp,19,82.3,64.76,0.337,0.087,54.38,22.94,0.0853,0
45.0,Male,Central,3,4765.8,1620.62,1.2,25,1693,Sports,2,Call,0,18.83,25.1,0.021,0.002,38.34,20.81,0.0532,0
50.0,Male,South,6,9335.95,1645.29,4.32,17,931,Sports,2,SMS,6,49.82,52.33,0.113,0.032,48.67,17.65,0.1933,0
35.0,Female,Central,1,1152.13,1098.16,2.78,27,88,Beauty,1,SMS,12,65.68,60.54,0.138,0.045,50.73,19.03,0.3409,0
45.0,Male,North,5,18037.24,3737.86,1.82,38,301,Books,3,Email,3,45.15,38.82,0.074,0.015,46.44,18.56,0.4983,0
38.0,Male,South,0,0.0,0.0,0.0,189,189,,0,Push,12,66.04,63.58,0.145,0.026,45.45,21.52,0.0,0
53.0,Male,North,8,27969.42,3302.19,1.53,13,430,Electronics,3,Call,16,70.19,80.53,0.296,0.064,58.12,34.19,0.5581,0
26.0,Male,Central,1,608.15,638.09,8.32,17,578,Electronics,1,Call,5,54.88,48.14,0.1,0.004,48.27,2.89,0.0519,0
35.0,Female,Central,3,3847.81,1342.5,2.0,8,175,Grocery,2,WhatsApp,1,49.56,44.97,0.058,0.009,43.45,17.87,0.5143,0
21.0,Female,West,5,18828.77,3625.71,2.87,4,540,Home,2,SMS,15,78.7,66.45,0.41,0.162,57.35,22.87,0.2778,0
,,South,3,6586.17,2202.19,2.18,14,474,Fashion,2,SMS,3,41.43,32.06,0.058,0.006,44.94,23.33,0.1899,0
31.0,Female,West,3,4000.89,1348.18,5.97,18,162,Books,2,SMS,3,40.14,45.15,0.072,0.014,44.84,16.56,0.5556,0
38.0,Female,Central,1,823.99,840.49,5.56,20,340,Home,1,Email,6,63.94,46.03,0.153,0.032,49.06,5.94,0.0882,0
30.0,Male,East,3,5632.63,1874.2,3.64,18,1057,Electronics,2,SMS,6,48.23,51.65,0.073,0.018,44.59,23.58,0.0851,0
44.0,Male,South,5,14381.08,2674.54,2.31,18,1043,Fashion,2,WhatsApp,6,52.98,61.48,0.116,0.04,46.68,34.81,0.1438,0
52.0,,Central,0,0.0,0.0,0.0,1200,1345,,0,Push,2,37.76,32.95,0.072,0.004,12.23,7.1,0.0,0
36.0,Female,South,8,16218.54,2002.95,3.73,32,1198,Grocery,2,WhatsApp,5,47.96,51.82,0.137,0.036,48.91,29.1,0.2003,0
39.0,Female,East,1,1341.72,1401.16,3.08,27,216,Books,1,SMS,6,64.04,51.54,0.119,0.031,46.58,16.82,0.1389,0
47.0,Male,North,0,0.0,0.0,0.0,368,368,,0,Push,0,21.19,10.18,0.013,0.001,24.48,19.39,0.0,0
34.0,Male,South,0,0.0,0.0,0.0,1200,1292,,0,SMS,5,46.63,44.89,0.112,0.022,14.27,10.35,0.0,0
45.0,Male,East,1,696.84,729.48,2.67,68,301,Electronics,1,Call,0,8.87,23.59,0.002,0.0,33.46,16.73,0.0997,0
43.0,Male,East,8,21053.82,2474.59,1.2,37,540,Electronics,3,SMS,3,39.66,37.69,0.076,0.029,47.13,32.68,0.4444,0
26.0,Female,Central,1,2046.71,2140.09,2.35,22,325,Electronics,1,WhatsApp,8,60.04,63.0,0.187,0.024,47.74,25.79,0.0923,0
35.0,Female,East,8,37494.77,4623.1,3.54,23,256,Electronics,2,SMS,6,36.44,45.93,0.128,0.022,48.05,36.21,0.9375,0
41.0,Female,South,5,27162.21,5633.2,3.72,17,619,Home,3,Push,9,61.67,68.05,0.215,0.042,53.44,32.19,0.2423,0
60.0,Male,East,1,761.15,789.62,2.09,5,686,Books,1,WhatsApp,11,59.31,52.39,0.143,0.041,48.24,24.37,0.0437,0
46.0,Male,South,5,11149.04,2142.27,4.81,36,54,Toys,2,SMS,3,12.9,17.6,0.009,0.003,36.01,34.71,2.7778,0
45.0,Other,Central,4,6699.37,1910.41,3.92,10,478,Beauty,3,SMS,11,83.58,76.5,0.36,0.057,55.84,24.72,0.251,0
29.0,Female,West,3,11126.09,3801.38,3.16,26,970,Electronics,2,Email,9,40.98,57.41,0.208,0.033,48.5,28.49,0.0928,0
34.0,Male,South,4,9374.81,2252.1,4.0,18,665,Electronics,2,Email,4,35.07,28.67,0.058,0.012,43.44,17.61,0.1805,0
45.0,Female,South,3,6299.08,2066.42,2.18,13,421,Home,2,WhatsApp,2,32.86,39.72,0.053,0.01,43.5,21.04,0.2138,0
56.0,Male,South,1,714.87,701.36,3.93,210,108,Home,1,Email,2,18.89,8.94,0.02,0.002,28.84,13.34,0.2778,0
32.0,Female,North,11,23932.36,2370.4,2.97,20,691,Fashion,3,Email,8,48.48,52.7,0.128,0.055,54.45,30.58,0.4776,0
38.0,Female,West,1,826.42,796.32,2.66,13,489,Books,1,Email,5,59.88,53.81,0.376,0.102,50.17,9.46,0.0613,0
43.0,Female,Central,3,2999.21,1053.08,1.76,45,738,Books,2,WhatsApp,3,38.48,50.54,0.111,0.024,41.25,27.62,0.122,0
37.0,Female,East,2,2236.4,1119.65,2.91,72,611,Grocery,2,WhatsApp,1,31.9,42.68,0.038,0.004,38.37,18.23,0.0982,0
40.0,Female,Central,4,12290.28,3189.03,1.48,12,1033,Beauty,2,SMS,5,51.49,57.98,0.178,0.04,48.8,31.26,0.1162,0
60.0,Male,North,9,14131.34,1564.87,4.76,2,2266,Sports,3,SMS,16,82.21,81.81,0.241,0.036,59.79,28.01,0.1192,0
51.0,Female,South,7,31104.53,4591.34,7.45,12,1097,Beauty,3,Call,10,84.86,82.15,0.352,0.17,57.46,36.26,0.1914,0
49.0,Female,North,4,14602.52,3489.97,1.05,7,779,Home,2,Push,15,72.89,66.57,0.195,0.087,53.75,27.86,0.154,0
28.0,Female,South,1,1035.58,1028.31,1.49,6,702,Fashion,1,SMS,38,90.44,81.93,0.614,0.176,57.12,6.94,0.0427,0
33.0,Female,East,3,4947.51,1597.97,3.55,4,388,Beauty,2,Email,10,68.68,71.57,0.198,0.071,53.67,19.62,0.232,0
35.0,Male,East,2,1958.86,962.58,1.25,11,1936,Grocery,2,Email,14,87.23,70.02,0.235,0.044,54.08,9.58,0.031,0
38.0,Other,West,2,2214.35,1179.99,1.59,29,549,Fashion,2,WhatsApp,8,40.57,53.95,0.185,0.032,46.46,15.06,0.1093,0
47.0,Female,East,6,38555.75,6618.18,2.34,35,92,Books,2,Email,4,37.59,50.58,0.101,0.028,46.1,35.05,1.9565,0
51.0,Male,South,4,9098.91,2048.46,1.62,7,602,Electronics,2,Email,10,79.62,80.21,0.378,0.184,55.57,26.71,0.1993,0
41.0,Female,South,1,2087.81,2061.89,1.1,22,846,Home,1,Email,2,31.99,34.61,0.047,0.009,38.41,13.41,0.0355,0
25.0,Male,North,3,3799.08,1170.56,2.84,27,96,Toys,2,WhatsApp,11,54.74,52.63,0.167,0.041,49.75,10.87,0.9375,0
21.0,Female,North,5,6457.78,1279.29,1.85,22,1421,Books,2,SMS,2,24.87,42.87,0.092,0.015,43.82,20.71,0.1056,0
31.0,Female,East,1,972.37,956.78,1.75,8,386,Beauty,1,Email,9,61.25,55.07,0.219,0.051,48.1,9.2,0.0777,0
34.0,Female,Central,2,2205.48,1138.6,2.05,22,1193,Fashion,2,WhatsApp,5,44.59,49.43,0.222,0.049,47.98,13.66,0.0503,0
37.0,Female,East,3,4382.51,1483.52,4.37,18,1248,Fashion,2,WhatsApp,5,53.13,43.34,0.139,0.018,48.06,23.35,0.0721,0
39.0,Male,North,5,9463.78,1903.13,3.7,18,385,Grocery,2,WhatsApp,2,43.05,55.87,0.137,0.021,48.22,30.98,0.3896,0
44.0,Female,South,4,6845.02,1628.56,1.43,15,316,Electronics,3,SMS,11,62.46,56.42,0.283,0.075,51.57,26.31,0.3797,0
42.0,Female,East,3,2310.74,782.17,5.12,5,794,Home,2,Email,5,67.61,59.32,0.199,0.025,52.16,3.81,0.1134,0
39.0,Male,North,4,10498.39,2633.96,4.12,38,377,Beauty,1,WhatsApp,1,19.87,17.24,0.034,0.005,38.03,23.64,0.3183,0
37.0,Male,Central,1,1617.98,1669.67,2.7,23,219,Grocery,1,Push,2,50.53,51.67,0.113,0.024,44.86,20.82,0.137,0
55.0,Female,South,3,5546.15,1739.22,3.11,75,180,Home,2,Push,6,33.58,53.02,0.065,0.008,42.32,24.41,0.5,0
32.0,Female,East,7,14564.98,2137.6,3.28,42,1219,Home,3,Push,8,52.52,69.31,0.083,0.023,50.71,34.23,0.1723,0
61.0,Male,South,0,0.0,0.0,0.0,270,270,,0,Push,1,39.76,25.12,0.07,0.006,35.19,4.51,0.0,0
58.0,Male,North,2,2323.92,1153.32,3.47,37,473,Electronics,2,SMS,11,73.19,66.78,0.41,0.079,54.06,14.39,0.1268,0
54.0,Male,North,6,14728.75,2551.11,4.7,16,944,Home,2,Push,5,48.73,58.39,0.189,0.069,48.64,26.61,0.1907,0
52.0,Male,North,1,905.16,915.48,2.78,8,1475,Grocery,1,SMS,11,67.98,50.95,0.223,0.03,52.43,6.88,0.0203,0
18.0,Male,West,3,8255.67,2687.64,4.21,42,495,Fashion,2,Email,4,25.38,36.33,0.04,0.01,39.59,33.05,0.1818,0
50.0,Female,South,2,4799.4,2362.16,1.0,24,719,Electronics,2,SMS,5,41.3,45.23,0.13,0.033,43.84,23.93,0.0834,0
24.0,Male,South,1,2089.47,2142.21,5.78,20,604,Home,1,Email,1,37.48,39.96,0.088,0.031,40.81,28.12,0.0497,0
49.0,Female,East,1,659.0,624.96,2.47,17,910,Books,1,Email,6,55.11,57.08,0.227,0.029,48.27,14.48,0.033,0
39.0,Female,West,2,2824.48,1227.16,5.97,84,566,Toys,2,Call,2,31.93,25.14,0.018,0.002,36.46,27.88,0.106,0
50.0,Male,South,2,4234.9,1873.99,2.75,42,247,Books,1,Email,3,21.13,32.05,0.004,0.001,35.08,30.02,0.2429,0
18.0,Female,North,6,12376.35,1841.41,2.78,25,926,Fashion,2,Push,2,33.03,50.94,0.077,0.017,44.38,23.05,0.1944,0
48.0,Male,North,5,7465.29,1442.87,8.59,11,759,Electronics,3,Email,7,60.09,48.47,0.344,0.08,52.62,22.77,0.1976,0
19.0,Female,South,1,3196.51,3183.16,2.29,41,164,Fashion,1,Call,4,33.41,37.38,0.078,0.025,38.99,22.88,0.1829,0
62.0,Female,Central,4,4763.06,1274.47,1.0,11,677,Electronics,2,Email,4,61.3,50.29,0.108,0.022,49.75,12.15,0.1773,0
57.0,Female,North,0,0.0,0.0,0.0,227,227,,0,Email,3,21.66,31.35,0.082,0.014,34.65,18.53,0.0,0
52.0,Male,West,1,2111.23,2146.17,1.02,103,487,Grocery,1,WhatsApp,1,20.97,23.31,0.02,0.002,32.63,18.6,0.0616,0
58.0,Female,East,7,13138.04,1977.04,2.18,18,68,Fashion,2,Push,5,66.76,66.08,0.401,0.134,55.89,24.56,3.0882,0
45.0,Male,North,5,21950.16,4138.69,4.07,17,1037,Fashion,2,Push,8,69.59,58.85,0.309,0.089,53.08,30.54,0.1446,0
37.0,Female,South,1,1978.31,1947.64,6.23,42,657,Fashion,1,WhatsApp,1,50.31,44.63,0.19,0.024,44.43,10.42,0.0457,0
41.0,Female,South,3,4540.95,1535.12,10.06,22,1101,Fashion,2,Push,5,52.13,47.29,0.189,0.05,47.06,19.02,0.0817,0
41.0,Female,South,5,18214.32,3565.99,2.72,47,190,Fashion,3,SMS,4,49.58,57.17,0.152,0.031,46.07,33.67,0.7895,0
34.0,Other,Central,2,1967.52,1038.67,3.08,18,166,Fashion,2,Push,1,31.11,29.03,0.04,0.004,38.96,13.01,0.3614,0
58.0,Male,North,6,5207.48,896.33,2.93,6,504,Sports,3,SMS,12,80.93,81.86,0.217,0.044,58.01,12.52,0.3571,0
38.0,Male,West,3,4144.42,1423.36,5.49,10,114,Beauty,2,Push,6,40.14,41.63,0.175,0.049,46.29,22.26,0.7895,0
50.0,Male,West,9,12688.57,1389.21,2.85,15,1116,Sports,3,WhatsApp,5,68.16,63.02,0.289,0.076,54.13,28.73,0.2419,0
48.0,Male,Central,2,2924.21,1475.41,1.39,36,229,Fashion,2,Call,4,39.85,56.49,0.108,0.028,41.97,20.29,0.262,0
38.0,Male,South,15,67467.15,4504.27,2.45,17,960,Electronics,4,SMS,7,64.06,64.7,0.187,0.044,59.19,35.62,0.4687,0
41.0,Female,South,5,13696.27,2667.82,1.95,13,1301,Beauty,3,Email,10,74.41,78.04,0.429,0.189,56.23,28.89,0.1153,0
37.0,Female,Central,5,13237.49,2679.54,3.1,7,190,Sports,2,Email,4,52.13,60.62,0.207,0.055,49.87,28.74,0.7895,0
45.0,Female,East,4,5399.44,1393.04,2.2,7,540,Electronics,3,Push,5,62.99,59.33,0.221,0.045,50.54,25.72,0.2222,0
34.0,Male,North,10,41732.33,4081.63,1.09,6,372,Books,3,Email,17,75.1,77.29,0.178,0.073,58.61,38.91,0.8065,1
26.0,Male,Central,6,13176.04,2175.84,2.34,8,291,Grocery,2,WhatsApp,8,60.39,71.24,0.128,0.021,54.45,18.73,0.6186,0
47.0,Male,West,3,3092.07,1050.4,3.09,5,985,Toys,2,Call,11,74.49,64.96,0.276,0.027,54.35,4.94,0.0914,0
24.0,Female,North,9,19399.93,2234.85,4.51,20,770,Electronics,2,SMS,6,60.68,63.76,0.166,0.051,53.7,34.45,0.3506,0
32.0,Male,East,1,989.98,969.43,2.3,33,974,Beauty,1,Email,7,60.11,48.47,0.17,0.02,47.34,15.56,0.0308,0
38.0,Female,West,6,11692.0,1911.13,3.47,27,140,Grocery,2,Email,4,54.09,55.43,0.158,0.045,50.66,21.77,1.2857,0
37.0,Male,South,7,10888.75,1679.61,3.79,6,276,Toys,3,Email,13,66.7,77.1,0.341,0.121,56.27,32.14,0.7609,0
38.0,Male,West,2,1317.13,645.5,4.98,25,218,Grocery,2,Push,0,40.91,40.92,0.058,0.005,42.72,6.78,0.2752,0
